osm_type,osm_id,poi_name,poi_category,latitude,longitude,raw_tags
node,10157459936,,commercial,6.8759042,79.8609927,"{""shop"": ""convenience""}"
node,10158321873,The Foodcycle,food,6.8758685,79.8616214,"{""addr:city"": ""Wellawatte"", ""addr:housenumber"": ""57"", ""addr:street"": ""W. A. Silva Mawatha"", ""amenity"": ""restaurant"", ""check_date"": ""2023-10-08"", ""cuisine"": ""burger;western"", ""drive_through"": ""no"", ""name"": ""The Foodcycle"", ""phone"": ""+94 77 518 2696""}"
node,10178152274,Sagara foods,food,6.8766007,79.8664479,"{""addr:housenumber"": ""120"", ""addr:street"": ""W A Silva Mawatha"", ""amenity"": ""restaurant"", ""check_date"": ""2023-04-27"", ""internet_access"": ""no"", ""name"": ""Sagara foods"", ""opening_hours"": ""17:00-22:00"", ""payment:mastercard"": ""yes"", ""payment:visa"": ""yes"", ""phone"": ""+94 112 365 814"", ""takeaway"": ""only"", ""wheelchair"": ""no""}"
node,10200955880,Wellawatte drugs & chemist,hospital,6.8765855,79.8665157,"{""addr:housenumber"": ""122"", ""addr:street"": ""W A Silva Mawatha"", ""amenity"": ""pharmacy"", ""check_date"": ""2023-04-27"", ""healthcare"": ""pharmacy"", ""name"": ""Wellawatte drugs & chemist"", ""phone"": ""+94 112 505 496""}"
node,10204206618,,bus_stop,6.7770654,79.8832625,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""name:en"": ""Moratuwa clock tower(to Panadura)"", ""public_transport"": ""platform""}"
node,10204231718,,bus_stop,6.7778201,79.8830995,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""name:en"": ""Moratuwa clock tower(to Colombo)"", ""public_transport"": ""platform""}"
node,10204233717,,tourism,6.7775947,79.8832732,"{""name:en"": ""Moratuwa Clock Tower"", ""tourism"": ""attraction""}"
node,10204243617,,food,6.775352,79.884098,"{""amenity"": ""restaurant"", ""name:en"": ""Pilawoos Hotel"", ""phone"": ""0776611788"", ""website"": ""https://pillawooshotel.business.site/""}"
node,10204243618,,bus_stop,6.7722459,79.8851358,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""name:en"": ""Moratuwa police(to Panadura)"", ""public_transport"": ""platform""}"
node,10204245118,,bus_stop,6.7753741,79.8838061,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""name:en"": ""Moratuwa"", ""public_transport"": ""platform""}"
node,10204245119,,bus_stop,6.7248974,79.906655,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""name:en"": ""Mahanama Road"", ""public_transport"": ""platform""}"
node,10204249617,,bus_stop,6.7732916,79.8846274,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""name:en"": ""Moratuwa police(to Colombo)"", ""public_transport"": ""platform""}"
node,10204306717,,bus_stop,6.7744613,79.884209,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""name:en"": ""Moratuwa(to Panadura)"", ""public_transport"": ""platform""}"
node,10206356117,,religious,6.7856706,79.884712,"{""amenity"": ""place_of_worship"", ""name:en"": ""Fr. Pradeep Jesudian Jesus Answers Prayers GT""}"
node,10206388717,,school,6.8586027,79.8647666,"{""amenity"": ""school"", ""name:en"": ""Aspire Business School(institute)"", ""phone"": ""0777227792"", ""website"": ""https://aspirebusinessschool.com/""}"
node,10210032117,,religious,6.8613279,79.8603284,"{""amenity"": ""place_of_worship"", ""name:en"": ""Thawheed mosque""}"
node,10216150400,Kirulapona Market,bus_stop,6.8785102,79.8746687,"{""bench"": ""no"", ""bin"": ""no"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Kirulapona Market"", ""public_transport"": ""platform"", ""shelter"": ""yes""}"
node,10223618007,Gigafoods,food,6.8806544,79.9342011,"{""amenity"": ""restaurant"", ""capacity"": ""0"", ""delivery"": ""only"", ""name"": ""Gigafoods"", ""takeaway"": ""no""}"
node,10225139128,,religious,6.8728861,79.9321818,"{""amenity"": ""place_of_worship"", ""religion"": ""buddhist""}"
node,10225150018,Janith Super Mart,commercial,6.8743085,79.9337927,"{""name"": ""Janith Super Mart"", ""shop"": ""convenience""}"
node,10230399124,Juice Me,food,6.8776146,79.9350116,"{""amenity"": ""cafe"", ""cuisine"": ""beverages"", ""name"": ""Juice Me""}"
node,10230453430,Sarasa Chinese Food,food,6.8824549,79.9335133,"{""amenity"": ""fast_food"", ""cuisine"": ""chinese;sri_lankan"", ""name"": ""Sarasa Chinese Food""}"
node,10243861791,KFC,food,6.8795128,79.8712673,"{""addr:city"": ""Colombo"", ""addr:housenumber"": ""137"", ""addr:postcode"": ""00500"", ""addr:street"": ""H. Sri Nissanka Mawatha"", ""alt_name"": ""Kentucky Fried Chicken"", ""amenity"": ""fast_food"", ""brand"": ""KFC"", ""brand:wikidata"": ""Q524757"", ""check_date"": ""2025-12-27"", ""cuisine"": ""chicken"", ""name"": ""KFC"", ""takeaway"": ""yes""}"
node,10246050408,New Amman Medicals,hospital,6.8748379,79.8610402,"{""addr:housenumber"": ""106A"", ""addr:street"": ""Galle Road, Wellawathe"", ""amenity"": ""pharmacy"", ""check_date"": ""2023-12-28"", ""healthcare"": ""pharmacy"", ""name"": ""New Amman Medicals"", ""phone"": ""+94 112 360 446""}"
node,10264115326,Saphire halt,bus_stop,6.8766179,79.8660696,"{""bench"": ""no"", ""bin"": ""no"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""no"", ""name"": ""Saphire halt"", ""public_transport"": ""platform"", ""shelter"": ""no""}"
node,10264692133,,bus_stop,6.8825143,79.876068,"{""bench"": ""no"", ""bin"": ""no"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""name:signed"": ""no"", ""public_transport"": ""platform"", ""shelter"": ""no""}"
node,10264696073,Sigma,bus_stop,6.8812015,79.8702348,"{""bench"": ""no"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""Sigma"", ""public_transport"": ""platform"", ""shelter"": ""yes""}"
node,10276315909,,religious,6.855735,79.8677679,"{""amenity"": ""place_of_worship"", ""name:en"": ""Hanafi Mosque""}"
node,10276987730,,bus_stop,6.8767474,79.8662319,"{""bench"": ""no"", ""bin"": ""no"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""public_transport"": ""platform"", ""shelter"": ""no""}"
node,10276987731,Pamankada Halt,bus_stop,6.8773992,79.8694039,"{""bench"": ""no"", ""bin"": ""no"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""no"", ""name"": ""Pamankada Halt"", ""public_transport"": ""platform"", ""shelter"": ""no""}"
node,10282826828,Family Medical Centre,hospital,6.7632078,79.9285909,"{""addr:city"": ""Madapatha"", ""addr:housenumber"": ""16/1"", ""addr:postcode"": ""10306"", ""addr:street"": ""Ferry Road"", ""amenity"": ""hospital"", ""healthcare"": ""doctor"", ""healthcare:speciality"": ""general;blood_check"", ""name"": ""Family Medical Centre"", ""operator"": ""Dr Lakmali Hewa Wasalage"", ""operator:type"": ""private""}"
node,10303785256,New City Grocery,commercial,6.8754177,79.86112,"{""addr:housenumber"": ""177"", ""addr:street"": ""Galle Road"", ""check_date"": ""2023-01-04"", ""internet_access"": ""no"", ""name"": ""New City Grocery"", ""phone"": ""+94 112 362 552"", ""shop"": ""convenience"", ""stroller"": ""no"", ""wheelchair"": ""no""}"
node,10303785268,Wellawatte Market,commercial,6.8745265,79.8616721,"{""amenity"": ""marketplace"", ""name"": ""Wellawatte Market""}"
node,10303785271,Vaigee Pharmacy,hospital,6.8731251,79.8617335,"{""addr:city"": ""Wellawatte"", ""addr:housenumber"": ""289 A"", ""addr:postcode"": ""00600"", ""addr:street"": ""Galle Road"", ""amenity"": ""pharmacy"", ""check_date"": ""2023-01-04"", ""dispensing"": ""yes"", ""healthcare"": ""pharmacy"", ""name"": ""Vaigee Pharmacy"", ""phone"": ""+94 112 360 270"", ""wheelchair"": ""yes""}"
node,10303785276,New Wellawatte Marketing House,commercial,6.8730321,79.8617674,"{""addr:city"": ""Wellawatte"", ""addr:housenumber"": ""295"", ""addr:postcode"": ""00600"", ""addr:street"": ""Galle Road"", ""check_date"": ""2023-01-04"", ""name"": ""New Wellawatte Marketing House"", ""phone"": ""+94 112 589 372"", ""shop"": ""convenience""}"
node,10562269642,,commercial,6.8736377,79.8663123,"{""check_date"": ""2023-01-25"", ""shop"": ""convenience""}"
node,10565231431,Cargills Food City,commercial,6.8591951,79.8646309,"{""brand"": ""Cargills Food City"", ""brand:wikidata"": ""Q58353955"", ""check_date"": ""2023-01-18"", ""name"": ""Cargills Food City"", ""shop"": ""supermarket""}"
node,10588777059,,bus_stop,6.8407693,79.9756799,"{""amenity"": ""bus_station"", ""bus"": ""yes"", ""fixme"": ""Move to exact location"", ""name:en"": ""Makumbura Highway Bus Stand"", ""public_transport"": ""station""}"
node,10591277334,,hospital,6.8744941,79.8658832,"{""amenity"": ""clinic"", ""check_date"": ""2023-01-29"", ""healthcare"": ""clinic""}"
node,10603951617,Moratuwa Cross Junction Halt,bus_stop,6.7787333,79.8824868,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""Moratuwa Cross Junction Halt"", ""public_transport"": ""platform""}"
node,10603951619,Prince Of Wales College Moratuwa,bus_stop,6.7860987,79.8844862,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""Prince Of Wales College Moratuwa"", ""public_transport"": ""platform""}"
node,10603951649,Hotel Road halt,bus_stop,6.8407913,79.8672826,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""Hotel Road halt"", ""public_transport"": ""platform"", ""ref"": ""250"", ""shelter"": ""yes""}"
node,10603977917,Dharmarama Temple Road halt,bus_stop,6.8226232,79.871402,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""Dharmarama Temple Road halt"", ""public_transport"": ""platform"", ""ref"": ""245"", ""shelter"": ""yes""}"
node,10603977952,Mount Lavinia Police Station halt,bus_stop,6.8254677,79.8698326,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""Mount Lavinia Police Station halt"", ""public_transport"": ""platform"", ""ref"": ""246"", ""shelter"": ""yes""}"
node,10603977971,Mount Lavinia Junction,bus_stop,6.8331777,79.8673081,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""Mount Lavinia Junction"", ""public_transport"": ""platform"", ""ref"": ""248"", ""shelter"": ""yes""}"
node,10605365166,Cargills Food City Ratmalana,bus_stop,6.8276844,79.8688536,"{""bench"": ""no"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""kerb"": ""no"", ""lit"": ""no"", ""name"": ""Cargills Food City Ratmalana"", ""passenger_information_display"": ""no"", ""public_transport"": ""platform"", ""shelter"": ""no"", ""tactile_paving"": ""no""}"
node,10605417758,,bus_stop,6.8488504,79.8659654,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""public_transport"": ""platform""}"
node,10605417759,,bus_stop,6.8308008,79.8676676,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""public_transport"": ""platform""}"
node,10661045864,Savoy Bus Stop,bus_stop,6.8788325,79.8600845,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""Savoy Bus Stop"", ""public_transport"": ""platform"", ""shelter"": ""yes""}"
node,10661045875,Wellawate Mosque Bus Stop,bus_stop,6.8771199,79.8605854,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""Wellawate Mosque Bus Stop"", ""public_transport"": ""platform"", ""shelter"": ""yes""}"
node,10661045876,Wellawatte Market Bus Stop,bus_stop,6.8743826,79.8614314,"{""bench"": ""no"", ""bin"": ""no"", ""bus"": ""yes"", ""departures_board"": ""no"", ""highway"": ""bus_stop"", ""lit"": ""no"", ""name"": ""Wellawatte Market Bus Stop"", ""public_transport"": ""platform"", ""shelter"": ""no""}"
node,10661045877,Little Asia Bus Stop,bus_stop,6.8726109,79.8618081,"{""bench"": ""no"", ""bin"": ""no"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Little Asia Bus Stop"", ""public_transport"": ""platform"", ""shelter"": ""yes""}"
node,10661045878,Nithyakalyani Jewellery Bus Stop,bus_stop,6.8670885,79.8628585,"{""bench"": ""no"", ""bin"": ""no"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Nithyakalyani Jewellery Bus Stop"", ""public_transport"": ""platform"", ""shelter"": ""yes""}"
node,10661045879,William Junction,bus_stop,6.8639742,79.8635756,"{""bench"": ""no"", ""bin"": ""no"", ""bus"": ""yes"", ""departures_board"": ""no"", ""highway"": ""bus_stop"", ""name"": ""William Junction"", ""public_transport"": ""platform"", ""shelter"": ""yes""}"
node,10661045880,,bus_stop,6.8608927,79.864224,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""public_transport"": ""platform""}"
node,10685164970,Matara bath kade,food,6.874123,79.8612888,"{""amenity"": ""restaurant"", ""check_date"": ""2023-02-22"", ""name"": ""Matara bath kade""}"
node,10750378100,Sensal,food,6.8603359,79.9063494,"{""addr:city"": ""Wijerama"", ""addr:street"": ""High Level Road"", ""amenity"": ""restaurant"", ""name"": ""Sensal""}"
node,10770136999,Ricorn Hotel & Bakery,food,6.8782662,79.8599853,"{""addr:housenumber"": ""36D"", ""addr:street"": ""Galle Road"", ""amenity"": ""restaurant"", ""branch"": ""Wellawatte"", ""brand"": ""Ricorn Hotels & Bakery"", ""check_date"": ""2024-07-04"", ""internet_access"": ""no"", ""name"": ""Ricorn Hotel & Bakery"", ""outdoor_seating"": ""no"", ""payment:cards"": ""no"", ""payment:credit_cards"": ""no"", ""payment:debit_cards"": ""no"", ""phone"": ""+94 112 580 766"", ""smoking"": ""no""}"
node,10771207233,Burger King,food,6.8703429,79.8876207,"{""amenity"": ""fast_food"", ""brand"": ""Burger King"", ""brand:wikidata"": ""Q177054"", ""check_date"": ""2023-03-29"", ""cuisine"": ""burger"", ""name"": ""Burger King"", ""operator"": ""Burger King"", ""takeaway"": ""yes""}"
node,10963749627,,hospital,6.8763204,79.9199456,"{""amenity"": ""pharmacy"", ""check_date"": ""2023-06-08"", ""healthcare"": ""pharmacy"", ""wheelchair"": ""yes""}"
node,10989303291,Pizza Hut,food,6.8683076,79.9088622,"{""amenity"": ""restaurant"", ""check_date"": ""2023-06-19"", ""name"": ""Pizza Hut""}"
node,11018993428,City lab,hospital,6.7141921,79.9081688,"{""amenity"": ""hospital"", ""healthcare"": ""hospital"", ""name"": ""City lab""}"
node,11018993429,Lanka Sathosa,commercial,6.7142301,79.9084217,"{""name"": ""Lanka Sathosa"", ""shop"": ""convenience""}"
node,11020614265,Rajya Osusala,hospital,6.7182845,79.9079937,"{""amenity"": ""pharmacy"", ""dispensing"": ""yes"", ""healthcare"": ""pharmacy"", ""name"": ""Rajya Osusala""}"
node,11020663124,Lush burger,food,6.7168061,79.9077793,"{""amenity"": ""restaurant"", ""name"": ""Lush burger""}"
node,11020663125,Care Pharmacy,hospital,6.7168706,79.9077859,"{""amenity"": ""pharmacy"", ""dispensing"": ""yes"", ""healthcare"": ""pharmacy"", ""name"": ""Care Pharmacy""}"
node,11020663126,Ravira Cafe,food,6.7140293,79.9065805,"{""amenity"": ""restaurant"", ""diet:vegetarian"": ""yes"", ""name"": ""Ravira Cafe""}"
node,11020663127,Sri Gayathri Cafe,food,6.7140836,79.9068544,"{""amenity"": ""restaurant"", ""cuisine"": ""indian"", ""name"": ""Sri Gayathri Cafe""}"
node,11021222745,Dr. Wijesoma De Sliva Memorial Clinic,hospital,6.7143935,79.9087457,"{""amenity"": ""clinic"", ""healthcare"": ""clinic"", ""name"": ""Dr. Wijesoma De Sliva Memorial Clinic""}"
node,11021352157,Juice World,food,6.7112049,79.9075676,"{""amenity"": ""fast_food"", ""cuisine"": ""juice"", ""name"": ""Juice World""}"
node,11021352158,MH Milk Bar,food,6.7113134,79.9075735,"{""amenity"": ""cafe"", ""name"": ""MH Milk Bar""}"
node,11021417702,Shanghai Chinese Restaurant,food,6.7124749,79.908548,"{""amenity"": ""restaurant"", ""cuisine"": ""chinese"", ""name"": ""Shanghai Chinese Restaurant""}"
node,11034241404,Bodhirajaramaya,religious,6.7075377,79.9762043,"{""amenity"": ""place_of_worship"", ""name"": ""Bodhirajaramaya"", ""religion"": ""buddhist""}"
node,11043505559,Saddharmakara Pirivena,religious,6.688073,79.9199913,"{""amenity"": ""place_of_worship"", ""name"": ""Saddharmakara Pirivena"", ""religion"": ""buddhist""}"
node,11068258756,Cargills Food City,commercial,6.8499862,79.9229029,"{""name"": ""Cargills Food City"", ""shop"": ""supermarket""}"
node,11129249782,Cafe 4 U,food,6.8671318,79.8628906,"{""amenity"": ""restaurant"", ""check_date"": ""2023-08-20"", ""name"": ""Cafe 4 U""}"
node,11192206589,SS Cafe,food,6.7953895,79.936902,"{""amenity"": ""cafe"", ""name"": ""SS Cafe""}"
node,11215809516,Grillz by Royal,food,6.8682532,79.8589776,"{""amenity"": ""restaurant"", ""check_date"": ""2023-09-24"", ""name"": ""Grillz by Royal"", ""payment:cash"": ""no"", ""payment:mastercard"": ""yes"", ""payment:visa"": ""yes""}"
node,11215809517,,religious,6.8682755,79.8590517,"{""amenity"": ""place_of_worship"", ""check_date"": ""2023-09-24"", ""denomination"": ""sunni"", ""religion"": ""muslim""}"
node,11232745338,,food,6.8683332,79.9089066,"{""amenity"": ""restaurant"", ""name:en"": ""Pizza Hut""}"
node,11232745339,,school,6.8731857,79.9106859,"{""addr:street"": ""Shalawa Road"", ""amenity"": ""school"", ""check_date"": ""2023-10-02"", ""grades"": ""0-6"", ""name:en"": ""Standey Thilakarathna Viddiyalaya"", ""opening_hours"": ""Mo-Fr 07:30-13:30"", ""operator:type"": ""government""}"
node,11239790482,,school,6.6993219,79.9233314,"{""amenity"": ""school""}"
node,11239790484,,religious,6.6949814,79.9235077,"{""amenity"": ""place_of_worship""}"
node,11247876539,Pearl Beach Paradise,food,6.865131,79.8592826,"{""amenity"": ""restaurant"", ""check_date"": ""2023-10-08"", ""name"": ""Pearl Beach Paradise"", ""opening_hours"": ""10:00-23:00"", ""wheelchair"": ""no""}"
node,11263873747,,bus_stop,6.876113,79.9195088,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""public_transport"": ""platform""}"
node,11263873748,,bus_stop,6.8750783,79.918585,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""public_transport"": ""platform""}"
node,11263873749,,bus_stop,6.8753724,79.9188805,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""public_transport"": ""platform""}"
node,11346033782,Mount Bay Guest House,tourism,6.8402424,79.8635019,"{""name"": ""Mount Bay Guest House"", ""tourism"": ""guest_house""}"
node,11364513151,Marine Grill,food,6.8764256,79.8575269,"{""air_conditioning"": ""yes"", ""amenity"": ""restaurant"", ""check_date"": ""2024-02-10"", ""cuisine"": ""indian;chinese;burger"", ""diet:halal"": ""yes"", ""name"": ""Marine Grill"", ""opening_hours"": ""11:30-23:00"", ""outdoor_seating"": ""yes"", ""payment:cash"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""phone"": ""+94 112 364 727"", ""reservation"": ""yes"", ""smoking"": ""no"", ""takeaway"": ""yes"", ""wheelchair"": ""yes""}"
node,11470088401,,bus_stop,6.8452484,79.9432245,"{""bench"": ""no"", ""bin"": ""no"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""name:signed"": ""no"", ""public_transport"": ""platform"", ""shelter"": ""no""}"
node,11470088402,,bus_stop,6.846181,79.9492158,"{""bench"": ""no"", ""bin"": ""no"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name:signed"": ""no"", ""public_transport"": ""platform"", ""shelter"": ""no""}"
node,11470088403,,bus_stop,6.8462019,79.9494845,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""public_transport"": ""platform"", ""shelter"": ""no""}"
node,11522948580,Pepiliyana Sunethra Devi Pirivena,religious,6.856212,79.8910114,"{""amenity"": ""place_of_worship"", ""name"": ""Pepiliyana Sunethra Devi Pirivena"", ""religion"": ""buddhist""}"
node,11540217020,Wijayamangalaramaya,religious,6.8696636,79.8963576,"{""amenity"": ""place_of_worship"", ""name"": ""Wijayamangalaramaya"", ""religion"": ""buddhist""}"
node,11633710831,,hospital,6.8538002,79.9039694,"{""amenity"": ""pharmacy"", ""check_date"": ""2024-02-17"", ""healthcare"": ""pharmacy""}"
node,11668731835,Bakery Junction,bus_stop,6.8320346,79.8854111,"{""bench"": ""no"", ""bin"": ""yes"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Bakery Junction"", ""public_transport"": ""platform"", ""shelter"": ""yes""}"
node,11668743943,Cargills Food City,commercial,6.8687898,79.8983589,"{""branch"": ""Kattiya Junction"", ""brand"": ""Cargills Food City"", ""brand:wikidata"": ""Q58353955"", ""name"": ""Cargills Food City"", ""opening_hours"": ""Mo-Su 09:00-22:00"", ""phone"": ""0112813561"", ""shop"": ""supermarket""}"
node,11668743944,Kattiya Junction Bus Stop,bus_stop,6.8692248,79.8978595,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""Kattiya Junction Bus Stop"", ""public_transport"": ""platform"", ""shelter"": ""no""}"
node,11668743945,Kattiya Junction Bus Stop,bus_stop,6.8694927,79.8977344,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""Kattiya Junction Bus Stop"", ""public_transport"": ""platform"", ""shelter"": ""no""}"
node,11703356562,Highland Milk Bar,food,6.8396959,79.8848385,"{""amenity"": ""cafe"", ""check_date"": ""2024-03-08"", ""cuisine"": ""coffee_shop"", ""internet_access"": ""no"", ""name"": ""Highland Milk Bar"", ""name:si"": ""Highland Milk Bar"", ""name:ta"": ""Highland Milk Bar"", ""payment:cards"": ""no"", ""payment:cash"": ""yes"", ""payment:credit_cards"": ""no"", ""payment:debit_cards"": ""no"", ""wheelchair"": ""no""}"
node,11704123561,Solid Hotel,tourism,6.8350923,79.8850872,"{""check_date"": ""2024-03-08"", ""internet_access"": ""no"", ""name"": ""Solid Hotel"", ""name:si"": ""Solid Hotel"", ""name:ta"": ""Solid Hotel"", ""payment:cash"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""phone"": ""+94 112 720 999"", ""tourism"": ""hotel"", ""wheelchair"": ""yes""}"
node,11704123564,NKsea Food,tourism,6.8330199,79.8854579,"{""check_date"": ""2024-03-08"", ""internet_access"": ""no"", ""name"": ""NKsea Food"", ""name:si"": ""NKsea Food"", ""name:ta"": ""NKsea Food"", ""payment:cash"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""tourism"": ""hotel"", ""wheelchair"": ""yes""}"
node,11707299477,The Chef Ceylon,food,6.869202,79.8621773,"{""amenity"": ""restaurant"", ""check_date"": ""2024-03-09"", ""name"": ""The Chef Ceylon""}"
node,11724785253,Tea Avenue - Pepiliyana,food,6.8558036,79.8884954,"{""addr:city"": ""Pepiliyana"", ""addr:housenumber"": ""41"", ""addr:street"": ""Pepiliyana Road"", ""amenity"": ""cafe"", ""cuisine"": ""coffee_shop"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""customers"", ""name"": ""Tea Avenue - Pepiliyana"", ""opening_hours"": ""Su-Th 07:00-00:00; Sa-Su 07:00-01:00"", ""outdoor_seating"": ""yes"", ""phone"": ""0772317134"", ""website"": ""https://www.tea-avenue.com/""}"
node,11775237586,Weerasekara Complex,commercial,6.8802466,79.9599598,"{""check_date:opening_hours"": ""2024-03-31"", ""name"": ""Weerasekara Complex"", ""opening_hours:signed"": ""no"", ""shop"": ""convenience""}"
node,11775238000,Jeewaka Pharmacy,hospital,6.8804831,79.9594735,"{""amenity"": ""pharmacy"", ""check_date:opening_hours"": ""2024-03-31"", ""healthcare"": ""pharmacy"", ""name"": ""Jeewaka Pharmacy"", ""opening_hours:signed"": ""no""}"
node,11777946526,,bus_stop,6.879238,79.9442402,"{""bench"": ""yes"", ""bin"": ""no"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""no"", ""name:signed"": ""no"", ""public_transport"": ""platform"", ""shelter"": ""yes""}"
node,11794949261,Sajee Hotel,tourism,6.8205495,79.9693289,"{""name"": ""Sajee Hotel"", ""tourism"": ""hotel""}"
node,11794957331,,hospital,6.8787386,79.9422161,"{""amenity"": ""pharmacy"", ""healthcare"": ""pharmacy""}"
node,11841725079,,hospital,6.8507098,79.9077135,"{""amenity"": ""hospital""}"
node,11842763172,no place,hospital,6.848993,79.8653421,"{""addr:housenumber"": ""14"", ""addr:street"": ""Sri Gunalankara Mawatha"", ""amenity"": ""pharmacy"", ""name"": ""no place"", ""phone"": ""0117755442""}"
node,11842843169,,food,6.8506402,79.8626206,"{""addr:housenumber"": ""3"", ""amenity"": ""restaurant"", ""name:en"": ""rathmale hotel""}"
node,11842845570,,school,6.8511418,79.8640227,"{""addr:housenumber"": ""32"", ""addr:street"": ""Railway Station Road"", ""amenity"": ""college"", ""email"": ""helpdesk@msti.lk"", ""name:en"": ""Msti Maritime Acedemy"", ""phone"": ""0117476100"", ""website"": ""https://www.msti.lk/""}"
node,11842858669,,food,6.8507594,79.8626258,"{""addr:street"": ""Railway Station Road"", ""amenity"": ""restaurant"", ""name:en"": ""Al Baraka indian fafamily resturent"", ""opening_hours"": ""Mo-Su 09:00-18:00"", ""phone"": ""0112724020""}"
node,11842859892,,school,6.8506857,79.8658444,"{""addr:housenumber"": ""7"", ""addr:street"": ""Railway Station Road"", ""amenity"": ""college"", ""name:en"": ""msti maritime academy"", ""opening_hours"": ""Su-Fr 09:00-04:00"", ""phone"": ""0117476100""}"
node,11842860079,,commercial,6.8510681,79.8626682,"{""addr:housenumber"": ""10"", ""addr:street"": ""Railway Station Road"", ""name:en"": ""Cargils foodcity"", ""opening_hours"": ""Su-Sa 08:00-22:00"", ""shop"": ""supermarket""}"
node,11842860080,,food,6.8629898,79.8538127,"{""addr:housenumber"": ""1"", ""addr:street"": ""dehivala road"", ""amenity"": ""fast_food"", ""email"": ""contact@dadavidgarmstore.com"", ""opening_hours"": ""Su-Th 09:00-18:00"", ""phone"": ""0772270132"", ""website"": ""http://www.davidgarmstore.lk""}"
node,11842860293,,commercial,6.851907,79.8630749,"{""name:en"": ""Cargils foodcity"", ""shop"": ""supermarket""}"
node,11842860375,,school,6.8511428,79.8639276,"{""addr:housenumber"": ""8"", ""addr:street"": ""Railway Station Road"", ""amenity"": ""college"", ""name:en"": ""The british international pre school"", ""opening_hours"": ""Su-Sa 09:00-12:00"", ""phone"": ""0777701010""}"
node,11842860376,,food,6.8501101,79.8661919,"{""addr:housenumber"": ""9"", ""addr:street"": ""Railway Station Road"", ""amenity"": ""restaurant"", ""name:en"": ""al baraka"", ""opening_hours"": ""Su-Fr 09:00-22:00"", ""phone"": ""0112724020""}"
node,11842861784,,food,6.8510001,79.8629631,"{""addr:housenumber"": ""9"", ""addr:street"": ""Railway Station Road"", ""amenity"": ""restaurant"", ""name:en"": ""Al-baraka"", ""opening_hours"": ""Su-Sa 09:00-22:00"", ""phone"": ""0766235555""}"
node,11842861787,,food,6.8513935,79.8653481,"{""addr:city"": ""Dehiwala"", ""addr:street"": ""Railway Station Road"", ""amenity"": ""restaurant"", ""name:en"": ""caravan fresh"", ""opening_hours"": ""Mo-Su 09:00-18:00""}"
node,11842861788,,school,6.8503979,79.8660181,"{""addr:street"": ""Railway Station Road"", ""amenity"": ""college"", ""name:en"": ""the briish iinternational pre school"", ""opening_hours"": ""Su-Th 09:00-04:00"", ""phone"": ""0777701010""}"
