Outlet_ID,total_poi_count_250m,bus_stop_count_250m,commercial_count_250m,food_count_250m,fuel_station_count_250m,hospital_count_250m,railway_station_count_250m,religious_count_250m,school_count_250m,tourism_count_250m,total_poi_count_500m,bus_stop_count_500m,commercial_count_500m,food_count_500m,fuel_station_count_500m,hospital_count_500m,railway_station_count_500m,religious_count_500m,school_count_500m,tourism_count_500m,total_poi_count_1000m,bus_stop_count_1000m,commercial_count_1000m,food_count_1000m,fuel_station_count_1000m,hospital_count_1000m,railway_station_count_1000m,religious_count_1000m,school_count_1000m,tourism_count_1000m,nearest_bus_stop_m,nearest_commercial_m,nearest_food_m,nearest_fuel_station_m,nearest_hospital_m,nearest_railway_station_m,nearest_religious_m,nearest_school_m,nearest_tourism_m,footfall_proxy_score,footfall_proxy_score_norm
OUT_00030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,2,1,0,3360.705822404121,3572.6704582584753,862.921370680193,1392.3275232153298,2864.5188599166104,6753.653352813169,754.5294292593376,670.2498121083185,1511.9916263937878,0.0,0.0
OUT_00031,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2890.0788461954144,1821.7191958990745,2652.644712307302,2849.5490119031015,1282.4658536987647,2935.7073849237663,367.6104990733975,1377.100000994858,2001.1243890265846,0.0,0.0
OUT_00032,0,0,0,0,0,0,0,0,0,0,17,2,8,1,1,3,0,0,2,0,33,7,13,2,1,4,0,3,3,0,358.4935745946608,261.01347356309185,299.3540897103544,267.28121094440166,300.3839983686663,7372.161750230947,540.9084831666138,391.55884192668185,1257.7044958216932,33.5,0.14660831509846828
OUT_00033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1578.4245640138688,1885.4812868155502,1841.1447911704588,1569.2495463772216,1847.736168213265,6655.872214962335,973.9638948349402,2031.9721717152427,2112.196929722026,0.0,0.0
OUT_00034,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,1,0,1865.211567123894,1534.1411603789174,1744.5405502480571,1878.141168160618,2324.1489394523123,11401.347096083,431.178818334954,838.0262946525075,1069.9431701365534,0.0,0.0
OUT_00035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3450.8363074949175,3083.9642208636697,2403.823148151819,2775.575336487527,3779.6946245277945,4721.6764778532715,1414.4305001254306,1390.9507477762822,3070.3251235786747,0.0,0.0
OUT_00036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,3097.4679933633756,2994.328290902391,918.8960702310435,736.8477145398041,1890.4459077772553,6713.392734626774,1045.7243586782597,1027.3125561087495,1400.3382830633448,0.0,0.0
OUT_00037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2632.8770088393285,2906.3878010242847,2338.2494776898325,2724.33781079428,2985.3125888135537,3340.313229139644,2668.3465205236344,2910.4666848006864,2663.2013155697564,0.0,0.0
OUT_00038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1578.239375783762,2313.9779720947577,2077.2644041341136,2251.705922801543,2309.59751126459,7870.2382928490715,2064.427277104264,2362.908486964033,2032.0140772899897,0.0,0.0
OUT_00039,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,4,1,1,0,0,0,0,1,1,0,39.19236688713312,291.22050617341864,2390.841867396306,5215.469664617596,2397.974027638076,2192.0510040915206,562.7780753838481,696.6624477426027,5764.420791091612,5.0,0.02188183807439825
OUT_00040,1,0,0,0,0,0,0,1,0,0,5,0,1,2,0,0,0,2,0,0,68,9,14,19,2,4,1,10,7,2,762.8064898736723,466.1675229472942,472.03397231187864,869.7203888125788,589.1111464743611,578.0291214030292,176.5687149781016,691.1777853823186,703.85455619613,9.0,0.03938730853391685
OUT_00041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7241.889071363027,6195.966660427171,4135.319644272189,6473.556811561272,6988.041416952637,8986.78002556159,4163.351470001635,6223.2828428836565,4141.507795308501,0.0,0.0
OUT_00042,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,2,0,2,0,0,8,0,0,2,1,2,0,3,0,0,2532.6873665238904,1935.4350861840505,499.03754660756834,611.7848757583876,459.4924124025919,4766.505108599475,459.1084171425132,1809.042106702778,2605.041737308956,5.0,0.02188183807439825
OUT_00043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,5,0,0,1744.2279430759233,832.2325252105504,1206.386176661485,1609.2166361985296,2063.482733070546,6247.6866232450675,678.7039764941112,1514.1627356615336,1852.3905334855306,0.0,0.0
OUT_00044,0,0,0,0,0,0,0,0,0,0,9,2,0,2,0,0,0,5,0,0,59,6,6,14,1,2,0,17,10,3,316.28576949280387,658.223918342594,469.07578363610736,722.6509735853288,911.8404355766822,5890.47103536985,276.89387719597374,510.6613579124925,674.1232638617989,14.5,0.06345733041575492
OUT_00045,1,0,0,0,0,0,0,0,1,0,8,2,0,2,0,0,0,2,2,0,15,3,1,3,0,0,0,5,3,0,279.1833907202493,897.7224923340641,457.944528911589,1380.3095815170564,2708.9444992970766,6006.9654078393305,373.75474539586776,223.39569278780624,1003.7792019314475,15.0,0.06564551422319474
OUT_00046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2196.715623993786,2524.8328753953083,3130.447877604158,1759.0423315407513,2181.6590667252335,9253.942748976064,1910.8104263313733,1138.1181476262077,2438.422703589211,0.0,0.0
OUT_00047,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,1,1,0,0,1,1,0,1340.3134577334372,1107.1675224261207,751.7246899991098,921.3660875932187,2109.5951823640235,4510.116604866342,144.162658800649,803.8012853692284,1207.5802514751888,0.0,0.0
OUT_00048,1,0,0,0,0,0,0,1,0,0,5,1,1,0,0,1,0,1,1,0,12,2,2,0,2,2,0,3,1,0,385.5760130429179,346.9165293771868,3008.0703666647028,581.6284121162861,399.5182714186466,15703.176834127275,208.80800898281163,260.28262330693866,2732.490648591167,9.0,0.03938730853391685
OUT_00049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,684.728271080555,1217.2463849092942,2358.677928219629,1817.6404078551031,2614.6103663730587,1627.1759014108588,1310.5525470542377,759.2382146357277,1574.8597258664981,0.0,0.0
OUT_00050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,626.8620976739504,2763.1538435745824,2076.0378778362983,3345.343842935489,4092.4766452084496,7394.525603465176,626.5506744858368,1634.1731018415674,2810.859128630138,0.0,0.0
OUT_00051,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,4,0,1,0,0,1,0,1,1,0,1227.6460566706262,315.2060599339067,1245.1604031006068,1314.1524872855175,837.3420107754282,5878.640575930808,318.9787577552129,488.4135055885995,1889.3429025938044,4.5,0.019693654266958426
OUT_00052,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,10,0,0,0,0,3,0,6,1,0,2305.6459647603833,1098.3927908160558,1874.635316070052,2562.3907239351147,768.9398704100801,2540.476027097789,366.3020763834096,324.3586984034842,1948.120253290549,2.5,0.010940919037199124
OUT_00053,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,1,5,0,0,0,0,0,0,4,0,1,1493.4899002571624,2079.3626217731926,2077.8774761241757,2156.998586377205,2446.394230544306,12081.138505962987,308.5018704596103,1510.9144041538407,480.98651133099804,1.5,0.006564551422319475
OUT_00054,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9,0,1,2,0,0,2,2,2,0,1242.7883003611048,985.8100804641209,618.4491301079776,1235.9441870722264,1201.1570230230232,729.4107380537871,549.0916376527485,330.03255678694927,2201.4590466031095,2.5,0.010940919037199124
OUT_00055,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,6,0,1,2,1,0,0,1,1,0,2471.073571668768,514.7075564818568,340.6725802208886,813.7993999570219,2446.550965433438,3070.257605416063,243.19922520797812,655.4223067402783,1404.428842186421,2.0,0.0087527352297593
OUT_00056,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,13,0,1,0,0,2,0,10,0,0,2109.145226995656,979.079069611291,1870.5486611483275,1894.0415237490868,347.1750988092067,6852.928349240525,700.1291088124466,1702.274278882219,1923.272237548498,3.0,0.01312910284463895
OUT_00057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2812.9984118328885,2892.8320800134165,2837.785629119545,3041.3043775043666,3088.752616490111,2819.155449949967,2859.1432665921425,2836.392910016481,2833.551251665985,0.0,0.0
OUT_00058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5329.891265342794,2403.0135724279558,5320.70975163319,5228.393189257777,2091.2903099315104,6960.500587713193,2101.7253102009677,2203.098936912016,5934.428468206326,0.0,0.0
OUT_00059,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,4,0,0,3,0,0,0,1,0,0,1858.2274402248088,1433.7770159472286,393.8922265159958,1126.2058692980404,1205.2585304785791,13796.490039814946,340.77106452950187,1100.2620276182693,1745.2684715347912,2.0,0.0087527352297593
OUT_00060,1,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,2,2,0,31,2,2,4,2,1,1,11,8,0,653.5676330647227,897.2888518783063,262.24702751770263,950.3923240245643,527.1573043228481,653.403546954855,60.195501214010584,396.21863122897844,2642.0918463283756,7.0,0.030634573304157548
OUT_00061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1189.4668829432353,2122.9907935276524,3681.447217449251,1272.4566245668793,977.3902780587198,6908.200794170584,1344.9629796021813,2155.9280210579373,1380.066044312562,0.0,0.0
OUT_00062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,1330.2328574931798,1324.6059412819216,1296.9776253209611,1501.1574431996003,1097.72923802862,16173.489868387891,709.8046126541567,658.8523910379943,1314.2862465842504,0.0,0.0
OUT_00063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5346.698983601394,5335.160333740947,5970.077505278892,6182.845626544219,5954.564513096023,11755.796804844724,5942.839490354595,6006.958119143184,5966.848183699096,0.0,0.0
OUT_00064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3151.859078431981,3212.857790120986,3406.4313375225693,4019.4677762174406,3392.298333380638,10635.821907646972,3599.784532827212,3760.168011163782,3521.668064490272,0.0,0.0
OUT_00065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2520.5291640322102,1617.2291462068808,975.6930137596013,1766.1554838280706,2191.158636425924,2880.617823123538,1236.887624960962,2015.6779847797036,1675.934214803996,0.0,0.0
OUT_00066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,3,0,0,2187.663076057071,1650.8049582221995,911.5328394478275,1691.1472764864372,2045.9737631636513,1455.7474280637161,822.7560794653823,1357.4719394233591,1869.4889022258926,0.0,0.0
OUT_00067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3333.9856162859337,3479.2536032754315,3032.1631217591857,3365.2261268209027,3669.0557879679022,3799.6307467688057,3372.0091210823907,3623.6523548931514,3361.9897020308704,0.0,0.0
OUT_00068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7460.5785779344915,7503.703975776332,7901.191781305034,8252.918643992665,8001.93705334356,12946.404641229956,8060.908571024173,8147.417112717673,7929.646263911094,0.0,0.0
OUT_00069,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,3,0,1251.57713783956,1222.3077156279344,1634.3499266572016,1258.0886535413304,1546.4965669294606,10280.158000065185,1100.8100942539877,288.9622946302642,1751.6329556002986,5.0,0.02188183807439825
OUT_00070,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,41,4,4,9,1,11,0,7,4,1,600.2161658526801,559.0454968680157,550.1886602824756,797.4934625113917,552.9145980297376,15863.016604523133,338.4862235323987,204.70016888278244,797.7279719009457,4.0,0.0175054704595186
OUT_00071,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,5,1,0,2,0,0,0,1,0,1,976.5487644343117,1568.0287475358948,353.4762294510602,2227.853531265555,1242.5588347938237,10913.932228058155,814.706772549202,1621.4932720606655,824.1709230693787,5.5,0.024070021881838075
OUT_00072,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,0,0,22,0,0,8,0,3,0,8,2,1,1084.1531687790891,1052.3163921900823,293.3752191835615,1077.8415100532868,835.0872287644927,1091.4706767879502,488.0624128216753,867.7042641281906,748.1090976945204,5.5,0.024070021881838075
OUT_00073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1905.7658646468506,3172.640642370275,3422.8930282626225,4341.978010061795,3646.3445749702737,13652.321063901432,769.9076008058744,2707.5114400129655,2539.5382920632455,0.0,0.0
OUT_00074,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,22,8,2,5,0,0,0,3,4,0,462.8354973275626,697.33137569895,684.731563779668,1294.652790244127,1127.6581762593607,7200.21524168218,432.97936995255617,607.8076314470578,2457.2320474520584,3.0,0.01312910284463895
OUT_00075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8370.94520358746,5875.975580562283,4691.34354988459,8236.228859489509,6642.622598744419,8574.533715338568,4254.840935521142,5612.408804907623,3988.129169813313,0.0,0.0
OUT_00076,6,1,0,0,0,0,0,0,5,0,19,1,3,2,0,1,0,7,5,0,40,2,4,4,4,4,1,14,7,0,89.37902664103532,306.92272550714927,294.7949804772692,504.71588135330023,293.03539215059,688.8552837122177,313.46353275601325,87.72346963543329,1839.9040484938098,27.0,0.11816192560175055
OUT_00077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1815.7935978633875,1850.3769295704635,4094.3548611233164,2073.239181227024,2034.8079315996877,1810.6875745713571,1745.6212124895355,1701.9173428347997,3451.066425609949,0.0,0.0
OUT_00078,6,3,1,2,0,0,0,0,0,0,24,7,3,7,0,1,0,1,4,1,45,17,4,8,0,3,0,4,6,3,202.6799401293627,200.1400991384549,134.82479980120382,1955.5989084699008,488.29040635353124,9160.757717694343,294.14308712504226,275.19338949586717,465.1423498824865,57.0,0.24945295404814005
OUT_00079,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,1,1,0,0,0,1,1,2754.370252172832,2528.2528812548917,918.8024250660038,235.50306741470612,2595.145775407315,4237.210017426172,1009.1319909106038,587.3921455970575,529.2726699161049,1.5,0.006564551422319475
OUT_00080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2621.358775903267,1083.6376763658645,3980.8632688184234,1170.8889557675766,1498.618446741439,7452.3528911522335,1089.2150046579513,3371.514157977393,2059.42420903832,0.0,0.0
OUT_00081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,2,1,1918.5036062566649,1065.0658068493185,1975.1686766292055,2008.9144746163222,1316.870172940658,11762.939602285664,511.9364136768022,695.8867806619775,560.2042059803853,1.5,0.006564551422319475
OUT_00082,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,14,0,2,1,0,4,0,2,5,0,1421.6544007398497,706.4709228198467,603.293729096545,1484.2305889768045,713.0211398992433,14809.454422229412,835.7141012919542,285.89688792454467,1492.0411248162839,5.0,0.02188183807439825
OUT_00083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1517.405014192295,2585.3175867381337,2109.0601830486717,2686.535523210021,3783.0521071240078,8534.117716913895,1020.7704950049234,1247.6879282226057,3264.9403973613194,0.0,0.0
OUT_00084,1,0,0,0,0,0,0,0,1,0,16,1,7,1,1,4,0,0,2,0,29,4,12,2,1,4,0,3,3,0,449.88570255109664,255.2338200714039,346.660458183981,289.0947093002669,280.3415702533453,7140.537363768139,606.7287689283352,204.01462346456245,1119.4883048460106,30.0,0.13129102844638948
OUT_00085,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2676.3720363622538,2229.698615496197,3105.350334019299,2225.7659281133497,3882.0430874646718,2975.4504407514246,394.56710018223686,1749.075259837781,2138.5635000846387,0.0,0.0
OUT_00086,4,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,6,0,0,15,1,0,0,0,0,0,13,1,0,795.7980137622463,1566.065386071783,1126.4743570821036,1212.1303336873775,1854.637787783911,3698.7033822189046,213.68069627749492,592.7660839577555,1974.2069940622584,0.0,0.0
